artist_name,total_listening_sessions,avg_engagement_score,most_listened_genre,sessions_normalized,engagement_normalized,priority_score
Unlicensed Artist 705,26,0.34175915405167234,sludge metal,0.6333333333333333,0.7264385406869633,0.6705754162747852
Unlicensed Artist 1395,29,0.30054010741764475,ambient,0.7333333333333333,0.5732892249632306,0.6693156899852922
Unlicensed Artist 818,31,0.27327482056403524,ambient,0.8,0.4719850860850052,0.6687940344340021
Unlicensed Artist 707,27,0.3269402703999009,jazz,0.6666666666666666,0.6713789971897866,0.6685515988759145
Unlicensed Artist 149,29,0.2990188589491668,synthwave,0.7333333333333333,0.5676370281993967,0.6670548112797586
Unlicensed Artist 1107,27,0.3255692733146496,r&b,0.6666666666666666,0.6662850592506169,0.6665140237002467
Unlicensed Artist 724,28,0.3092678703100126,r&b,0.7,0.6057172169697629,0.6622868867879051
Unlicensed Artist 1177,27,0.3226208411015004,jazz,0.6666666666666666,0.6553301630854824,0.6621320652341929
Unlicensed Artist 1471,31,0.26806679504408154,sludge metal,0.8,0.45263467384150136,0.6610538695366005
Unlicensed Artist 428,28,0.3082376495691396,sludge metal,0.7,0.6018894331078517,0.6607557732431406
Unlicensed Artist 1332,25,0.34720159008311285,folk,0.6,0.7466599048899194,0.6586639619559678
Unlicensed Artist 881,26,0.3337367920513452,hip-hop,0.6333333333333333,0.696631464804138,0.6586525859216552
Unlicensed Artist 1410,28,0.30656914782024597,ambient,0.7,0.5956901169665616,0.6582760467866247
Unlicensed Artist 99,31,0.2659716557959049,vaporwave,0.8,0.4448501866103169,0.6579400746441267
Unlicensed Artist 548,30,0.27896645888921134,sludge metal,0.7666666666666667,0.49313236109568204,0.6572529444382729
Unlicensed Artist 464,25,0.34615808696922057,lo-fi indie,0.6,0.7427827703878259,0.6571131081551304
Unlicensed Artist 619,28,0.3057588949830704,sludge metal,0.7,0.592679623573097,0.6570718494292388
Unlicensed Artist 505,27,0.31894124098320603,sludge metal,0.6666666666666666,0.641658613491986,0.6566634453967943
Unlicensed Artist 1146,29,0.2915417768609489,experimental,0.7333333333333333,0.5398559391415185,0.6559423756566074
Unlicensed Artist 154,26,0.3314940650433727,folk,0.6333333333333333,0.6882986154377827,0.6553194461751131
Unlicensed Artist 325,26,0.33140625564208803,vaporwave,0.6333333333333333,0.6879723597181816,0.6551889438872727
Unlicensed Artist 430,27,0.31763921219510294,hip-hop,0.6666666666666666,0.6368209271737884,0.6547283708695153
Unlicensed Artist 980,28,0.3037502737053681,vaporwave,0.7,0.5852165937519684,0.6540866375007874
Unlicensed Artist 32,28,0.3036639717059713,ambient,0.7,0.5848959387821784,0.6539583755128713
Unlicensed Artist 1341,29,0.2899016677376119,hip-hop,0.7333333333333333,0.5337621157646345,0.6535048463058537
Unlicensed Artist 1147,26,0.32997830605893436,jazz,0.6333333333333333,0.6826668148449666,0.6530667259379865
Unlicensed Artist 1199,28,0.30306202210908983,vaporwave,0.7,0.5826593958150135,0.6530637583260054
Unlicensed Artist 1120,28,0.3024479856012213,jazz,0.7,0.5803779439453378,0.6521511775781351
Unlicensed Artist 1178,25,0.3422147007172028,lo-fi indie,0.6,0.7281311237475482,0.6512524494990193
Unlicensed Artist 918,28,0.30122836022500704,vaporwave,0.7,0.5758464273999667,0.6503385709599867
Unlicensed Artist 754,28,0.3011185777319999,vaporwave,0.7,0.575438530685815,0.650175412274326
Unlicensed Artist 711,27,0.3142456444570762,hip-hop,0.6666666666666666,0.6242121305280192,0.6496848522112076
Unlicensed Artist 356,23,0.3666492612226559,r&b,0.5333333333333333,0.8189177024533992,0.6475670809813597
Unlicensed Artist 734,27,0.3124952422997822,vaporwave,0.6666666666666666,0.6177085135227287,0.6470834054090915
Unlicensed Artist 506,30,0.27168478229577525,folk,0.7666666666666667,0.4660773009069381,0.6464309203627753
Unlicensed Artist 1346,25,0.3389086062724961,lo-fi indie,0.6,0.715847334012662,0.6463389336050648
Unlicensed Artist 1116,26,0.324868516676841,folk,0.6333333333333333,0.6636813988476457,0.6454725595390582
Unlicensed Artist 1183,30,0.2707692375975576,folk,0.7666666666666667,0.46267559573671785,0.6450702382946871
Unlicensed Artist 220,29,0.28335518210761745,lo-fi indie,0.7333333333333333,0.5094386566722733,0.6437754626689093
Unlicensed Artist 798,27,0.31021474492438134,sludge metal,0.6666666666666666,0.609235328403884,0.6436941313615536
Unlicensed Artist 1215,26,0.32366644072730827,sludge metal,0.6333333333333333,0.659215087174951,0.6436860348699804
Unlicensed Artist 61,26,0.32352671914063136,vaporwave,0.6333333333333333,0.6586959517960717,0.6434783807184286
Unlicensed Artist 1360,25,0.33644898912681503,ambient,0.6,0.7067086296135058,0.6426834518454023
Unlicensed Artist 173,21,0.38973877494380443,experimental,0.4666666666666667,0.9047067615304822,0.6418827046121929
Unlicensed Artist 1016,28,0.2952682823597918,ambient,0.7,0.5537017656172182,0.6414807062468872
Unlicensed Artist 350,25,0.3354382179769964,hip-hop,0.6,0.7029531106825992,0.6411812442730397
Unlicensed Artist 1086,19,0.4153862707998625,lo-fi indie,0.4,1.0,0.64
Unlicensed Artist 1078,30,0.26712702222424695,r&b,0.7666666666666667,0.4491429491160048,0.6396571796464019
Unlicensed Artist 1208,26,0.31986168913725427,synthwave,0.6333333333333333,0.6450785374461536,0.6380314149784614
Unlicensed Artist 494,28,0.29257946894188047,folk,0.7,0.5437114827579838,0.6374845931031935
Unlicensed Artist 774,23,0.3589618243107007,hip-hop,0.5333333333333333,0.7903550403135284,0.6361420161254114
Unlicensed Artist 19,28,0.2916715385047091,ambient,0.7,0.5403380683650668,0.6361352273460268
Unlicensed Artist 1034,26,0.3185823200376199,lo-fi indie,0.6333333333333333,0.6403250431718502,0.6361300172687401
Unlicensed Artist 486,25,0.33190474063127523,vaporwave,0.6,0.6898244800660974,0.635929792026439
Unlicensed Artist 266,28,0.29117359899168227,r&b,0.7,0.5384879747331361,0.6353951898932544
Unlicensed Artist 870,32,0.23545987443330077,ambient,0.8333333333333334,0.33148370148308987,0.632593480593236
Unlicensed Artist 549,27,0.3018892749641042,vaporwave,0.6666666666666666,0.578302055278582,0.6313208221114328
Unlicensed Artist 698,23,0.3549488191850103,jazz,0.5333333333333333,0.7754447248360242,0.6301778899344097
Unlicensed Artist 458,24,0.3403114875176339,ambient,0.5666666666666667,0.7210597375076315,0.6284238950030525
Unlicensed Artist 465,26,0.312765183878864,folk,0.6333333333333333,0.6187114811189668,0.6274845924475867
Unlicensed Artist 1330,21,0.37970423021141153,r&b,0.4666666666666667,0.8674234232473378,0.6269693692989351
Unlicensed Artist 1077,25,0.3255991225235857,synthwave,0.6,0.6663959639487301,0.6265583855794921
Unlicensed Artist 111,27,0.29788015793309475,sludge metal,0.6666666666666666,0.5634061860119554,0.6253624744047821
Unlicensed Artist 98,26,0.3103175196685749,lo-fi indie,0.6333333333333333,0.6096171878361671,0.6238468751344668
Unlicensed Artist 328,21,0.3769507389040969,hip-hop,0.4666666666666667,0.8571928297716906,0.6228771319086763
Unlicensed Artist 235,26,0.3095833034331653,ambient,0.6333333333333333,0.6068892083405568,0.6227556833362227
Unlicensed Artist 1323,26,0.30948871718165727,synthwave,0.6333333333333333,0.6065377732425075,0.6226151092970029
Unlicensed Artist 234,26,0.3090255813910083,synthwave,0.6333333333333333,0.604816992797127,0.6219267971188507
Unlicensed Artist 793,26,0.30893404584947537,hip-hop,0.6333333333333333,0.6044768926081383,0.6217907570432553
Unlicensed Artist 1243,30,0.25465556506820625,r&b,0.7666666666666667,0.4028052657997506,0.6211221063199003
Unlicensed Artist 1190,24,0.33482433185092186,lo-fi indie,0.5666666666666667,0.7006722175562891,0.6202688870225156
Unlicensed Artist 1448,26,0.30782972202837455,vaporwave,0.6333333333333333,0.6003737788452065,0.6201495115380826
Unlicensed Artist 1406,28,0.28077839135027194,experimental,0.7,0.49986459386692633,0.6199458375467706
Unlicensed Artist 1310,28,0.28009420851406397,lo-fi indie,0.7,0.49732251340287525,0.61892900536115
Unlicensed Artist 651,21,0.37386360589906464,r&b,0.4666666666666667,0.8457225909894442,0.6182890363957777
Unlicensed Artist 924,25,0.31951930698351577,folk,0.6,0.6438064169862451,0.617522566794498
Unlicensed Artist 1376,22,0.35973422618553036,experimental,0.5,0.7932248985041893,0.6172899594016757
Unlicensed Artist 1189,29,0.26545925109342117,experimental,0.7333333333333333,0.4429463475852234,0.6171785390340894
Unlicensed Artist 219,28,0.2785656653501948,sludge metal,0.7,0.4916432132075257,0.6166572852830103
Unlicensed Artist 790,29,0.26446578659511855,ambient,0.7333333333333333,0.43925513149617235,0.6157020525984689
Unlicensed Artist 806,27,0.29130453026162356,vaporwave,0.6666666666666666,0.5389744497012834,0.6155897798805133
Unlicensed Artist 487,28,0.27783031155769977,ambient,0.7,0.4889110071200008,0.6155644028480003
Unlicensed Artist 1274,25,0.31765180454801684,jazz,0.6,0.6368677140451402,0.6147470856180561
Unlicensed Artist 922,23,0.34371960670562507,hip-hop,0.5333333333333333,0.7337226000473702,0.6134890400189481
Unlicensed Artist 788,24,0.3301672703571423,vaporwave,0.5666666666666667,0.6833689114563635,0.6133475645825454
Unlicensed Artist 146,28,0.27457214006976666,ambient,0.7,0.4768052750704972,0.6107221100281989
Unlicensed Artist 512,28,0.2742294453453079,experimental,0.7,0.47553199325447226,0.6102127973017889
Unlicensed Artist 31,24,0.32788578493593995,ambient,0.5666666666666667,0.674892055254591,0.6099568221018363
Unlicensed Artist 313,26,0.30078752350908794,ambient,0.6333333333333333,0.5742084991385893,0.6096833996554356
Unlicensed Artist 833,27,0.28693995506013176,lo-fi indie,0.6666666666666666,0.5227578760510468,0.6091031504204187
Unlicensed Artist 573,19,0.3944059074329475,synthwave,0.4,0.9220474864009649,0.6088189945603859
Unlicensed Artist 701,29,0.259822303443124,hip-hop,0.7333333333333333,0.4220022757080045,0.6088009102832017
Unlicensed Artist 1496,25,0.31298612945253246,hip-hop,0.6,0.6195324041189564,0.6078129616475826
Unlicensed Artist 1254,25,0.3124735073466695,hip-hop,0.6,0.617627757331882,0.6070511029327528
Unlicensed Artist 923,23,0.3392851641868907,folk,0.5333333333333333,0.7172464344681365,0.6068985737872546
Unlicensed Artist 578,27,0.2851999212101032,jazz,0.6666666666666666,0.5162927824783096,0.6065171129913238
Unlicensed Artist 873,24,0.3253551291294979,hip-hop,0.5666666666666667,0.6654894068010737,0.6061957627204295
Unlicensed Artist 1064,21,0.36534263806667316,vaporwave,0.4666666666666667,0.8140629457671458,0.6056251783068582
Unlicensed Artist 776,25,0.311163808979509,jazz,0.6,0.6127615747023805,0.6051046298809521
Unlicensed Artist 30,22,0.35153060406362274,hip-hop,0.5,0.7627443508684988,0.6050977403473996
Unlicensed Artist 559,26,0.29760383687716874,ambient,0.6333333333333333,0.5623795154775575,0.604951806191023
Unlicensed Artist 641,23,0.337609078557878,jazz,0.5333333333333333,0.7110189404298397,0.6044075761719359
Unlicensed Artist 585,25,0.31041390585240586,ambient,0.6,0.6099753105804896,0.6039901242321959
Unlicensed Artist 616,26,0.2967788705368657,jazz,0.6333333333333333,0.5593143540818006,0.6037257416327202
Unlicensed Artist 199,24,0.32363884949641225,sludge metal,0.5666666666666667,0.6591125719913948,0.6036450287965579
Unlicensed Artist 1093,25,0.30994728151868595,ambient,0.6,0.6082415684577339,0.6032966273830935
Unlicensed Artist 1409,23,0.3367585648677042,hip-hop,0.5333333333333333,0.7078588578878955,0.6031435431551582
Unlicensed Artist 1426,23,0.33667368545235804,r&b,0.5333333333333333,0.7075434885273493,0.6030173954109397
Unlicensed Artist 1091,21,0.3635086639047949,hip-hop,0.4666666666666667,0.8072488170843443,0.6028995268337377
Unlicensed Artist 409,25,0.3091883464429566,folk,0.6,0.6054217461421266,0.6021686984568506
Unlicensed Artist 552,26,0.29568173302700224,r&b,0.6333333333333333,0.5552379410491974,0.6020951764196789
Unlicensed Artist 254,26,0.2955601255087022,r&b,0.6333333333333333,0.5547861084685007,0.6019144433874002
Unlicensed Artist 258,23,0.3359185740085958,r&b,0.5333333333333333,0.7047378729114879,0.6018951491645952
Unlicensed Artist 1240,22,0.34875466593602755,ambient,0.5,0.7524303562604414,0.6009721425041765
Unlicensed Artist 1160,28,0.2677765641527469,r&b,0.7,0.451556321331206,0.6006225285324824
Unlicensed Artist 474,28,0.2675969031409679,synthwave,0.7,0.450888791068789,0.6003555164275156
Unlicensed Artist 938,25,0.3079025002131173,experimental,0.6,0.6006441860987253,0.6002576744394901
Unlicensed Artist 347,29,0.253795519510981,vaporwave,0.7333333333333333,0.3996097676178119,0.5998439070471248
Unlicensed Artist 202,26,0.29398996472234845,folk,0.6333333333333333,0.548952178049358,0.5995808712197432
Unlicensed Artist 946,26,0.2935518370277012,lo-fi indie,0.6333333333333333,0.5473243151530957,0.5989297260612383
Unlicensed Artist 542,27,0.2799806741510879,vaporwave,0.6666666666666666,0.49690067662059123,0.5987602706482364
Unlicensed Artist 368,23,0.33303811298288294,synthwave,0.5333333333333333,0.6940355236074496,0.5976142094429798
Unlicensed Artist 892,23,0.33285547330080417,ambient,0.5333333333333333,0.6933569260992949,0.597342770439718
Unlicensed Artist 1233,26,0.2924245532548705,vaporwave,0.6333333333333333,0.5431358937185016,0.5972543574874005
Unlicensed Artist 1065,24,0.3187260367337621,ambient,0.5666666666666667,0.6408590223749036,0.5963436089499614
Unlicensed Artist 680,22,0.3450729571428532,experimental,0.5,0.7387509718880909,0.5955003887552364
Unlicensed Artist 1029,29,0.2507741961260107,ambient,0.7333333333333333,0.3883840443958117,0.5953536177583246
Unlicensed Artist 444,26,0.2906971078316224,ambient,0.6333333333333333,0.5367175724295725,0.5946870289718289
Unlicensed Artist 994,24,0.31756468507678043,lo-fi indie,0.5666666666666667,0.6365440217597622,0.5946176087039048
Unlicensed Artist 993,22,0.34414665188392407,sludge metal,0.5,0.7353092858681339,0.5941237143472535
Unlicensed Artist 324,26,0.290148666977326,lo-fi indie,0.6333333333333333,0.53467984112792,0.593871936451168
Unlicensed Artist 408,25,0.3035565322308316,lo-fi indie,0.6,0.5844967475479547,0.5937986990191819
Unlicensed Artist 1113,23,0.3303677960706043,ambient,0.5333333333333333,0.6841139644915389,0.5936455857966156
Unlicensed Artist 1483,26,0.28990398562638087,ambient,0.6333333333333333,0.533770727877429,0.5935082911509715
Unlicensed Artist 1366,22,0.34371473138183917,experimental,0.5,0.7337044857879994,0.5934817943151998
Unlicensed Artist 406,24,0.31653528554441634,vaporwave,0.5666666666666667,0.632719289097029,0.5930877156388116
Unlicensed Artist 880,25,0.30302778590735163,ambient,0.6,0.5825321912506833,0.5930128765002733
Unlicensed Artist 1485,26,0.28950924800852973,sludge metal,0.6333333333333333,0.5323040807567162,0.5929216323026865
Unlicensed Artist 541,24,0.31633712643045336,ambient,0.5666666666666667,0.631983029159304,0.5927932116637216
Unlicensed Artist 211,24,0.31623605202926314,experimental,0.5666666666666667,0.6316074873493028,0.5926429949397212
Unlicensed Artist 40,30,0.23480844602133297,experimental,0.7666666666666667,0.3290633200409459,0.5916253280163783
Unlicensed Artist 1181,24,0.31553088978589217,vaporwave,0.5666666666666667,0.6289874579244271,0.5915949831697709
Unlicensed Artist 800,22,0.3422080588419266,ambient,0.5,0.7281064458683459,0.5912425783473384
Unlicensed Artist 1340,24,0.3152178776820443,r&b,0.5666666666666667,0.6278244618478033,0.5911297847391213
Unlicensed Artist 227,26,0.28783507594485785,folk,0.6333333333333333,0.5260836965680273,0.590433478627211
Unlicensed Artist 540,26,0.2877867389705537,folk,0.6333333333333333,0.5259041006010325,0.590361640240413
Unlicensed Artist 1272,26,0.28768806241902783,folk,0.6333333333333333,0.5255374679984317,0.5902149871993727
Unlicensed Artist 849,22,0.3414449336875122,sludge metal,0.5,0.7252710553206749,0.59010842212827
Unlicensed Artist 252,24,0.31448653905577356,jazz,0.5666666666666667,0.625107174105315,0.590042869642126
Unlicensed Artist 634,26,0.28741986293779725,experimental,0.6333333333333333,0.52454097316456,0.5898163892658239
Unlicensed Artist 867,24,0.3143084829494257,sludge metal,0.5666666666666667,0.624445606867001,0.5897782427468004
Unlicensed Artist 794,25,0.3007987100861619,synthwave,0.6,0.5742500628515829,0.5897000251406331
Unlicensed Artist 1098,28,0.2603243250780473,ambient,0.7,0.42386753645868724,0.5895470145834749
Unlicensed Artist 896,27,0.2735058238952694,folk,0.6666666666666666,0.4728433786705307,0.5891373514682123
Unlicensed Artist 1279,29,0.2465246850876914,vaporwave,0.7333333333333333,0.37259499149855746,0.5890379965994229
Unlicensed Artist 988,23,0.3268922960850836,jazz,0.5333333333333333,0.6712007486836572,0.5884802994734629
Unlicensed Artist 265,24,0.3133001186963699,jazz,0.5666666666666667,0.6206990307579777,0.588279612303191
Unlicensed Artist 932,22,0.3400185065913897,jazz,0.5,0.7199711672461019,0.5879884668984408
Unlicensed Artist 84,25,0.29940916020618946,experimental,0.6,0.5690871920270526,0.587634876810821
Unlicensed Artist 1123,23,0.32601967993192077,hip-hop,0.5333333333333333,0.6679585444683847,0.5871834177873538
Unlicensed Artist 1218,25,0.29894304322417203,jazz,0.6,0.5673553349689069,0.5869421339875628
Unlicensed Artist 77,21,0.3526139682942964,hip-hop,0.4666666666666667,0.7667695892996631,0.5867078357198652
Unlicensed Artist 1364,24,0.31218590601497703,sludge metal,0.5666666666666667,0.6165591749471168,0.5866236699788467
Unlicensed Artist 964,27,0.2718074112315686,jazz,0.6666666666666666,0.46653292856304157,0.5866131714252166
Unlicensed Artist 1194,26,0.2849264533847749,hip-hop,0.6333333333333333,0.515276713118595,0.586110685247438
Unlicensed Artist 1422,22,0.3374868656533469,ambient,0.5,0.710564858537366,0.5842259434149464
Unlicensed Artist 455,23,0.3240206755183848,folk,0.5333333333333333,0.6605312460939234,0.5842124984375694
Unlicensed Artist 1372,25,0.29704004157415964,ambient,0.6,0.5602847347411002,0.5841138938964401
Unlicensed Artist 984,28,0.2564434668391477,jazz,0.7,0.4094482125721995,0.5837792850288798
Unlicensed Artist 394,24,0.30991541613367357,hip-hop,0.5666666666666667,0.6081231726599551,0.583249269063982
Unlicensed Artist 863,23,0.3232100887014612,hip-hop,0.5333333333333333,0.6575195117991265,0.5830078047196506
Unlicensed Artist 1481,24,0.3092855453264492,hip-hop,0.5666666666666667,0.6057828884710157,0.5823131553884062
Unlicensed Artist 756,22,0.33570903177944583,ambient,0.5,0.7039593190236585,0.5815837276094634
Unlicensed Artist 606,24,0.30872567055204897,jazz,0.5666666666666667,0.6037026744536544,0.5814810697814617
Unlicensed Artist 1246,25,0.2950978079290718,experimental,0.6,0.5530683680851267,0.5812273472340507
Unlicensed Artist 727,23,0.3219885895231578,lo-fi indie,0.5333333333333333,0.6529810331444593,0.5811924132577837
Unlicensed Artist 290,20,0.3621014804956064,experimental,0.43333333333333335,0.8020204289042766,0.5808081715617106
Unlicensed Artist 856,25,0.2947918177433317,ambient,0.6,0.551931461936366,0.5807725847745464
Unlicensed Artist 451,25,0.2947283433090678,experimental,0.6,0.5516956227560041,0.5806782491024016
Unlicensed Artist 1412,26,0.2812625167909482,r&b,0.6333333333333333,0.5016633613304808,0.5806653445321923
Unlicensed Artist 478,22,0.33478162927601374,hip-hop,0.5,0.700513556193136,0.5802054224772544
Unlicensed Artist 270,24,0.30761223676868804,r&b,0.5666666666666667,0.5995657126374477,0.5798262850549791
Unlicensed Artist 442,23,0.3206535171178028,jazz,0.5333333333333333,0.6480205733080846,0.5792082293232339
Unlicensed Artist 1115,24,0.3071822623243719,jazz,0.5666666666666667,0.5979681431324959,0.5791872572529984
Unlicensed Artist 47,22,0.33364174772350547,folk,0.5,0.6962783277240566,0.5785113310896226
Unlicensed Artist 593,29,0.2394133961615173,lo-fi indie,0.7333333333333333,0.34617300647238647,0.5784692025889545
Unlicensed Artist 393,21,0.34697596282592813,synthwave,0.4666666666666667,0.7458215871007365,0.5783286348402946
Unlicensed Artist 1291,23,0.3199855611327672,lo-fi indie,0.5333333333333333,0.6455387836890757,0.5782155134756303
Unlicensed Artist 440,26,0.27905705152542326,experimental,0.6333333333333333,0.49346895792114115,0.5773875831684564
Unlicensed Artist 1334,24,0.30551089546236393,hip-hop,0.5666666666666667,0.5917581816670473,0.5767032726668189
Unlicensed Artist 308,26,0.27858257630207617,synthwave,0.6333333333333333,0.49170604582788846,0.5766824183311554
Unlicensed Artist 1314,26,0.27851547762375645,vaporwave,0.6333333333333333,0.4914567407733133,0.5765826963093252
Unlicensed Artist 1222,22,0.33220850223293674,lo-fi indie,0.5,0.6909531059135279,0.5763812423654111
Unlicensed Artist 789,27,0.2647120997043288,experimental,0.6666666666666666,0.4401703075424372,0.5760681230169749
Unlicensed Artist 1461,23,0.31841979218092037,hip-hop,0.5333333333333333,0.6397211711254981,0.5758884684501993
Unlicensed Artist 1308,25,0.2912256793013175,lo-fi indie,0.6,0.5386814790578268,0.5754725916231307
Unlicensed Artist 392,26,0.27748334898639365,experimental,0.6333333333333333,0.4876218681244032,0.5750487472497612
Unlicensed Artist 1466,27,0.263905554782331,folk,0.6666666666666666,0.43717359090313385,0.5748694363612535
Unlicensed Artist 1348,23,0.31773060901895467,folk,0.5333333333333333,0.6371605119574077,0.5748642047829631
Unlicensed Artist 117,25,0.290553282690353,jazz,0.6,0.5361831902987861,0.5744732761195145
Unlicensed Artist 285,27,0.26355665946372636,vaporwave,0.6666666666666666,0.43587727078738897,0.5743509083149556
Unlicensed Artist 1170,22,0.33078774531912986,folk,0.5,0.6856742853941891,0.5742697141576756
Unlicensed Artist 340,26,0.276884950126112,lo-fi indie,0.6333333333333333,0.4853985179145916,0.5741594071658366
Unlicensed Artist 1255,24,0.3037628583281548,synthwave,0.5666666666666667,0.5852633519020425,0.574105340760817
Unlicensed Artist 567,23,0.3170585152841595,ambient,0.5333333333333333,0.6346633485343917,0.5738653394137567
Unlicensed Artist 733,24,0.3034283387516197,folk,0.5666666666666667,0.5840204448378055,0.5736081779351222
Unlicensed Artist 210,26,0.27641257259095564,folk,0.6333333333333333,0.4836433997791631,0.5734573599116652
Unlicensed Artist 482,27,0.2624045540306285,hip-hop,0.6666666666666666,0.4315966245054133,0.5726386498021653
Unlicensed Artist 960,27,0.262399407763844,r&b,0.6666666666666666,0.43157750355767344,0.5726310014230693
Unlicensed Artist 829,26,0.27582285229318193,jazz,0.6333333333333333,0.4814522947573919,0.5725809179029567
Unlicensed Artist 1476,24,0.3017879189106975,jazz,0.5666666666666667,0.577925466990126,0.5711701867960504
Unlicensed Artist 127,25,0.28832415070653006,synthwave,0.6,0.5279008532274929,0.5711603412909971
Unlicensed Artist 745,25,0.28821490114908466,jazz,0.6,0.5274949366347479,0.5709979746538991
Unlicensed Artist 1248,23,0.3151193093572074,r&b,0.5333333333333333,0.6274582313613285,0.5709832925445314
Unlicensed Artist 653,24,0.3015248681575062,r&b,0.5666666666666667,0.5769481022487832,0.5707792408995133
Unlicensed Artist 608,21,0.34176935963128097,folk,0.4666666666666667,0.7264764595051132,0.5705905838020453
Unlicensed Artist 23,22,0.3279356069853111,sludge metal,0.5,0.6750771690161219,0.5700308676064487
Unlicensed Artist 91,20,0.35415125095548483,synthwave,0.43333333333333335,0.7724813610862673,0.568992544434507
Unlicensed Artist 525,24,0.30001318233717494,ambient,0.5666666666666667,0.5713314354920641,0.5685325741968257
Unlicensed Artist 775,20,0.353747527963607,jazz,0.43333333333333335,0.7709813288197037,0.5683925315278815
Unlicensed Artist 802,24,0.2996896872604808,jazz,0.5666666666666667,0.5701294899430661,0.5680517959772264
Unlicensed Artist 713,24,0.2993408281178417,vaporwave,0.5666666666666667,0.5688333042390756,0.5675333216956302
Unlicensed Artist 1128,26,0.27212111096520586,r&b,0.6333333333333333,0.4676984795272796,0.5670793918109118
Unlicensed Artist 686,23,0.31243205443530714,folk,0.5333333333333333,0.6174737390920554,0.5669894956368222
Unlicensed Artist 891,26,0.2716411447852107,ambient,0.6333333333333333,0.4659151657915341,0.5663660663166136
Unlicensed Artist 879,25,0.28508157461901307,vaporwave,0.6,0.515853065868544,0.5663412263474176
